speciesID,parentID,t1,p1,seedPerTick,t2,p2,adultPerTick,CNDD,HNDD,Adult,Juvenile
80,-1,9,0.621404597,0.9485093293683008,56,0.4538703834954796,0.9859928892866248,0,0,0,0
81,-1,9,0.614829944,0.9473889927456913,56,0.4943583016056701,0.9874985378975805,0,0,0,0
82,-1,9,0.8072593985986213,0.9764907266915017,56,0.7442579278435875,0.9947394634290947,0,0,0,0
83,-1,9,0.7428962216555095,0.967517175,56,0.6440097194318253,0.9921729092302093,0,0,0,0
84,-1,9,0.5085299050664973,0.9276165740452924,56,0.6906244566625581,0.9934118142977392,0,0,0,0
85,-1,9,0.6267178591309809,0.9494070499250142,56,0.4201758038750419,0.9846356462987361,0,0,0,0
86,-1,9,0.2726767507599627,0.8655541330236654,56,0.8340319655745558,0.9967644679851263,0,0,0,0
87,-1,9,0.5651475377634888,0.9385608327740737,56,0.7483279696228419,0.9948363431934333,0,0,0,0
88,-1,9,0.48347529271825135,0.9224237494367372,56,0.7882746970099827,0.9957606428095636,0,0,0,0
89,-1,9,0.7269356336871508,0.9651852180571339,56,0.6805775183419241,0.993151885,0,0,0,0
90,-1,9,0.6455333015495567,0.9525326044342899,56,0.5567755371736555,0.989597465,0,0,0,0
91,-1,9,0.7653070793293698,0.9707174996746327,56,0.35807768096503634,0.9818277622229463,0,0,0,0
92,-1,9,0.7143216792909409,0.9633098060249357,56,0.6022676055244657,0.9909863436809443,0,0,0,0
93,-1,9,0.7052373173132684,0.9619408433442601,56,0.6977823908004634,0.9935947447766549,0,0,0,0
94,-1,9,0.7145633545451933,0.9633460133574101,56,0.41074041471102996,0.9842363909829027,0,0,0,0
95,-1,9,0.8131564759974835,0.9772807565208952,56,0.5385079544611694,0.989008125,0,0,0,0
96,-1,9,0.5924769796428088,0.9434986338036185,56,0.5088338343730832,0.9880076001897103,0,0,0,0
97,-1,9,0.574037219,0.9401898563783042,56,0.7630474431578796,0.9951824441510901,0,0,0,0
98,-1,9,0.5853110698840323,0.942223826,56,0.6038231595929113,0.9910319920221449,0,0,0,0
99,-1,9,0.6160913262455328,0.9476047580939139,56,0.48894638388629025,0.9873044478758924,0,0,0,0
100,-1,9,0.6335340923437316,0.9505488557587944,56,0.5192142193438424,0.9883639654575812,0,0,0,0
101,-1,9,0.84270109,0.9811637765177688,56,0.6615329515379468,0.9926486634628963,0,0,0,0
102,-1,9,0.7438985152096932,0.9676621266959967,56,0.6022556671510556,0.9909859928971472,0,0,0,0
103,-1,9,0.5357074398721549,0.9329983014390928,56,0.7180003010242674,0.9941016551797589,0,0,0,0
104,-1,9,0.6930147708619568,0.960074028,56,0.39957276423287574,0.9837520280365035,0,0,0,0
105,-1,9,0.6435730332874499,0.9522107784838001,56,0.7484694170097234,0.9948397007725708,0,0,0,0
106,-1,9,0.73524643,0.9664051013954366,56,0.6901521952100255,0.9933996796348028,0,0,0,0
107,-1,9,0.6931579235497864,0.9600960612152636,56,0.7221304798897964,0.9942034822210583,0,0,0,0
108,-1,9,0.5106184098899954,0.9280391001800652,56,0.6093688189296558,0.9911937969621405,0,0,0,0
109,-1,9,0.6068504767390435,0.9460148774951372,56,0.6543653964156829,0.9924555785751653,0,0,0,0
110,-1,9,0.6266455367869106,0.9493948759434077,56,0.3445512085114578,0.9811528610568934,0,0,0,0
111,-1,9,0.7804442478312199,0.9728323123052358,56,0.5174348799595097,0.9883033793566589,0,0,0,0
112,-1,9,0.41159871265522796,0.9060742299864489,56,0.6317564784897931,0.99183262,0,0,0,0
113,-1,9,0.8283549690324559,0.9792936589871063,56,0.5680706359921979,0.9899524333919493,0,0,0,0
114,-1,9,0.6137544304692107,0.9472047099594167,56,0.6045707646788662,0.9910538897074765,0,0,0,0
115,-1,9,0.5245086814028711,0.9308107899449848,56,0.6591048587632781,0.9925834848203785,0,0,0,0
116,-1,9,0.8494886580968647,0.9820387402735891,56,0.4140878330284515,0.9843790573846773,0,0,0,0
117,-1,9,0.6144428278089836,0.9473226956903346,56,0.5016452396066916,0.987756602,0,0,0,0
118,-1,9,0.5053501938071264,0.9269703142062875,56,0.702708825,0.9937195787052284,0,0,0,0
119,-1,9,0.7141539429777775,0.9632846696837318,56,0.36526062327749254,0.9821760429834294,0,0,0,0
120,-1,9,0.7885913386836781,0.9739554932538136,56,0.6728771575454443,0.9929501019543704,0,0,0,0
121,-1,9,0.7773552420028413,0.9724037267495049,56,0.8019501502222939,0.9960665273451454,0,0,0,0
122,-1,9,0.3927505521755372,0.9013674422808035,56,0.7123700602541776,0.9939619144692265,0,0,0,0
123,-1,9,0.4842653271738579,0.9225911066807131,56,0.7716469624476737,0.9953816237907035,0,0,0,0
124,-1,9,0.617492112,0.9478439094447642,56,0.844271307,0.9969816824882229,0,0,0,0
125,-1,9,0.5661978940485453,0.9387544911341511,56,0.6360464944949299,0.991952491,0,0,0,0
126,-1,9,0.7197357788157793,0.9641183383864758,56,0.5899857079572683,0.9906218063211886,0,0,0,0
127,-1,9,0.4188527534697986,0.9078347851531726,56,0.4368264597618239,0.9853191994015082,0,0,0,0
128,-1,9,0.7184591789468114,0.9639281814617393,56,0.6837567827765895,0.9932345429290583,0,0,0,0
129,-1,9,0.5253242856663881,0.9309715010002554,56,0.6861808385141126,0.9932973125879967,0,0,0,0
130,-1,9,0.7518097464638549,0.9688001934289402,56,0.6147231282799022,0.9913486524694769,0,0,0,0
131,-1,9,0.7947746288426139,0.9748010749699284,56,0.6968119932172308,0.9935700532625241,0,0,0,0
132,-1,9,0.5786070221977729,0.9410185592740075,56,0.7149780887164209,0.9940267792234362,0,0,0,0
133,-1,9,0.49630558661474455,0.9251120791012812,56,0.447269917,0.9857349907290631,0,0,0,0
134,-1,9,0.3754360080360685,0.8968632191253357,56,0.7113708066633472,0.9939370000305318,0,0,0,0
135,-1,9,0.6298064669684749,0.9499257917916826,56,0.6437234573707578,0.9921650321453257,0,0,0,0
136,-1,9,0.6495425367686574,0.9531881221813041,56,0.7044490192391261,0.9937634692020552,0,0,0,0
137,-1,9,0.8594200662814123,0.9833078332203408,56,0.757147903,0.9950445215162568,0,0,0,0
138,-1,9,0.6331398464945847,0.9504831128040788,56,0.7071910378033069,0.9938324117015029,0,0,0,0
139,-1,9,0.7826013607146948,0.9731307086975434,56,0.4872324488395333,0.9872425401479666,0,0,0,0
140,-1,9,0.5123242994323042,0.9283830810040539,56,0.7280392501360406,0.9943481692235413,0,0,0,0
141,-1,9,0.66632009,0.9558928474776959,56,0.5575449107186594,0.9896218672395876,0,0,0,0
142,-1,9,0.7449992785854069,0.9678211189879542,56,0.7422815812494948,0.9946922323448996,0,0,0,0
143,-1,9,0.3058817232420634,0.8766763300415762,56,0.3925549662908456,0.983440802,0,0,0,0
144,-1,9,0.6890867772482503,0.9594678682230903,56,0.6662823771004519,0.9927754784349665,0,0,0,0
145,-1,9,0.6834399969037395,0.9585910654252783,56,0.687516779,0.9933318130552327,0,0,0,0
146,-1,9,0.6419529257032075,0.9519441398958832,56,0.6681986045434241,0.9928263926569267,0,0,0,0
147,-1,9,0.5401350631806595,0.9338519740889817,56,0.6819049586185985,0.9931864434761795,0,0,0,0
148,-1,9,0.6737163918845792,0.9570660297042953,56,0.6919588019293145,0.9934460560384574,0,0,0,0
149,-1,9,0.7337481101911648,0.9661860823504546,56,0.7166754989831142,0.994068871,0,0,0,0
150,-1,9,0.776803467,0.9723270110988983,56,0.5385886113275453,0.98901077,0,0,0,0
151,-1,9,0.7926561725532333,0.9745120309074017,56,0.593232212,0.9907188849177466,0,0,0,0
152,-1,9,0.7804642674032509,0.9728350850087415,56,0.4804621306621409,0.9869958854292269,0,0,0,0
153,-1,9,0.6778880482554485,0.9577226867822142,56,0.6691917172132096,0.9928527233000891,0,0,0,0
154,-1,9,0.6638424068004226,0.9554972546279223,56,0.6962506983887876,0.9935557558403871,0,0,0,0
155,-1,9,0.6945471675912205,0.9603096763354385,56,0.7586096081294784,0.9950787921575421,0,0,0,0
156,-1,9,0.5087134913360497,0.9276537772213418,56,0.7009990344659336,0.9936763509382055,0,0,0,0
157,-1,9,0.8344463134921405,0.9800911980523048,56,0.6805851451218512,0.9931520841543026,0,0,0,0
158,-1,9,0.6656973126793202,0.9557935365119329,56,0.41681230777662925,0.9844943403859779,0,0,0,0
159,-1,9,0.5141796474423695,0.9287560452124936,56,0.6388903842564791,0.9920315183440501,0,0,0,0
160,-1,9,0.5884875153564546,0.942790614,56,0.5482270805839736,0.9893240804791621,0,0,0,0
161,-1,9,0.6174297233895351,0.9478332683433334,56,0.4777425370155531,0.9868958434668998,0,0,0,0
162,-1,9,0.5031443366635783,0.9265198582870292,56,0.6989893859525154,0.9936254094356021,0,0,0,0
163,-1,9,0.7968522256604719,0.9750838797434839,56,0.42804275497428307,0.9849618587905492,0,0,0,0
164,-1,9,0.7758641019388635,0.9721962957991311,56,0.5902769900976884,0.9906305377828394,0,0,0,0
165,-1,9,0.6010569718655744,0.9450070990318583,56,0.6350263324927236,0.9919240582671428,0,0,0,0
166,-1,9,0.5499395770555988,0.9357204227708223,56,0.6152964170284123,0.991365154,0,0,0,0
167,-1,9,0.4163300639771827,0.9072256241034404,56,0.6809067942307115,0.9931604638229375,0,0,0,0
168,-1,9,0.795537188,0.9749049516707932,56,0.48303108676332535,0.9870898765956689,0,0,0,0
169,-1,9,0.7140412691586384,0.9632677818567359,56,0.6207396042380267,0.9915210861610637,0,0,0,0
170,-1,9,0.7708068834483767,0.971490142,56,0.49186200026848664,0.9874092725709456,0,0,0,0
171,-1,9,0.39367523915381997,0.9016029923776768,56,0.5919950313715862,0.990681952,0,0,0,0
172,-1,9,0.5819653265136703,0.9416238644076377,56,0.7208650065294648,0.9941723436561459,0,0,0,0
173,-1,9,0.6066277475706107,0.9459762922104624,56,0.6143760047900858,0.9913386533144545,0,0,0,0
174,-1,9,0.533420385,0.9325548839803971,56,0.6649240395067311,0.9927393001841069,0,0,0,0
175,-1,9,0.7140521930912784,0.9632694192661111,56,0.5998293154464067,0.9909145575758809,0,0,0,0
176,-1,9,0.5915148856675168,0.9433282774156229,56,0.4036162962554084,0.9839289221674944,0,0,0,0
177,-1,9,0.4752214596461799,0.9206606056682798,56,0.6251125575990977,0.9916453890618162,0,0,0,0
178,-1,9,0.5747847470294436,0.9403258157713427,56,0.7126027342615047,0.9939677108149293,0,0,0,0
179,-1,9,0.6431151634811167,0.9521354824475434,56,0.504570756,0.987859173,0,0,0,0
180,-1,9,0.627524189,0.9495426944447533,56,0.5764404374042034,0.9902110258828642,0,0,0,0
181,-1,9,0.5794756745546186,0.9411754251148015,56,0.5396330693548425,0.9890449860509117,0,0,0,0
182,-1,9,0.489522926,0.9236987105844482,56,0.6133216976051213,0.9913082491425974,0,0,0,0
183,-1,9,0.43766294138709066,0.912276823,56,0.7114058035420833,0.9939378731900911,0,0,0,0
184,-1,9,0.8475437834544173,0.9817886697720911,56,0.6755661673460548,0.9930208224216759,0,0,0,0
185,-1,9,0.6045003979280573,0.9456071172765721,56,0.5836900011729441,0.9904320445195914,0,0,0,0
186,-1,9,0.49470595840131754,0.9247803033291366,56,0.5528414836430652,0.9894721674180676,0,0,0,0
187,-1,9,0.5310178561226077,0.9320872545806552,56,0.3558683660790618,0.9817192579378591,0,0,0,0
188,-1,9,0.5574650882940387,0.9371345806867893,56,0.7148916696222843,0.9940246336034119,0,0,0,0
189,-1,9,0.7119028398297914,0.9629468189226368,56,0.6221157951292867,0.991560297,0,0,0,0
190,-1,9,0.7527895553476436,0.9689404017231863,56,0.7059174309139252,0.9938004221498461,0,0,0,0
191,-1,9,0.5084665184821108,0.9276037261820985,56,0.5490698536133907,0.9893512181801849,0,0,0,0
192,-1,9,0.5684945897853879,0.9391768319634017,56,0.44707771693873377,0.985727425,0,0,0,0
193,-1,9,0.8169374741731646,0.9777846205750297,56,0.5753241032027563,0.9901767496667365,0,0,0,0
194,-1,9,0.5494719679245575,0.9356319854073607,56,0.6286335442461931,0.991744855,0,0,0,0
195,-1,9,0.6625186614005691,0.955285364,56,0.5783245354793418,0.9902687281223743,0,0,0,0
196,-1,9,0.8973352472802875,0.9880359514654491,56,0.5161226402564169,0.988258567,0,0,0,0
197,-1,9,0.5935659280469777,0.9436911556823825,56,0.5112633444742914,0.9880916426404395,0,0,0,0
198,-1,9,0.5988363127602684,0.944618526,56,0.632752932,0.9918605340476845,0,0,0,0
199,-1,9,0.6284450115030346,0.9496974101903793,56,0.3249873228491187,0.9801292023668383,0,0,0,0
200,-1,9,0.6121517139926108,0.9469295609353603,56,0.7748594559846115,0.9954554718110651,0,0,0,0
201,-1,9,0.7228748728887855,0.9645846526694918,56,0.5009544524740995,0.9877322962818579,0,0,0,0
202,-1,9,0.726151347,0.965069459,56,0.653610596,0.9924351244409578,0,0,0,0
203,-1,9,0.7225986118640975,0.9645436862407908,56,0.7756204285804004,0.9954729208105151,0,0,0,0
204,-1,9,0.710966856,0.9628060647526224,56,0.4931638249069421,0.9874558799350773,0,0,0,0
205,-1,9,0.6587385046573335,0.9546781998111349,56,0.594607262,0.9907598451355627,0,0,0,0
206,-1,9,0.47223903847282334,0.9200168153311193,56,0.5316931798283886,0.9887832273035259,0,0,0,0
207,-1,9,0.8910107142223624,0.9872597609556231,56,0.4225538828077791,0.984734884,0,0,0,0
208,-1,9,0.7316880476080587,0.9658842997286917,56,0.3157024725049253,0.979622013,0,0,0,0
209,-1,9,0.7844653680443453,0.9733879711435041,56,0.5936025681223406,0.9907299263037995,0,0,0,0
210,-1,9,0.5455267107421172,0.9348831570213094,56,0.8925889554046201,0.9979729661355361,0,0,0,0
211,-1,9,0.400911591,0.9034295471299901,56,0.6268112425124299,0.9916934446711897,0,0,0,0
212,-1,9,0.5761329769827835,0.9405706331630378,56,0.3863588741608271,0.9831614407978738,0,0,0,0
213,-1,9,0.6727349635037693,0.9569110188045808,56,0.6200359892456554,0.9915010053423946,0,0,0,0
214,-1,9,0.7843577632803753,0.9733731347731028,56,0.42380676893300095,0.9847869474240092,0,0,0,0
215,-1,9,0.6468544063650998,0.9527490064355001,56,0.6756961984991292,0.9930242352056905,0,0,0,0
216,-1,9,0.5531258502686252,0.9363212587584078,56,0.2565411157142101,0.9759986833042352,0,0,0,0
217,-1,9,0.5357787598200509,0.9330121019761389,56,0.8016540658177671,0.9960599591321019,0,0,0,0
218,-1,9,0.6089226536039101,0.9463732563701657,56,0.5896919688659027,0.9906129969214695,0,0,0,0
219,-1,9,0.4112730141847921,0.9059945377955817,56,0.8681282769853266,0.9974779038655439,0,0,0,0
220,-1,9,0.6223854830768314,0.948675571,56,0.5682086740854762,0.9899567284703262,0,0,0,0
221,-1,9,0.6518043931202392,0.9535563548772832,56,0.6497806125910043,0.9923309779510012,0,0,0,0
222,-1,9,0.5314821441485666,0.9321777702389484,56,0.5840413009466892,0.9904426860464622,0,0,0,0
223,-1,9,0.5733762522793273,0.9400695094541104,56,0.24020534924887008,0.9748526494182015,0,0,0,0
224,-1,9,0.6726246037188737,0.9568935755484367,56,0.6486206765496304,0.9922993175209237,0,0,0,0
225,-1,9,0.7281619712482782,0.9653660007390256,56,0.5709748302596501,0.9900425825375319,0,0,0,0
226,-1,9,0.5695264927899789,0.9393660956525717,56,0.6640440437548458,0.9927158234253933,0,0,0,0
227,-1,9,0.8854769758150897,0.9865765946404191,56,0.8064912720422565,0.9961669684005937,0,0,0,0
228,-1,9,0.8518408499277365,0.9823405042566409,56,0.38053167284629436,0.982894667,0,0,0,0
229,-1,9,0.39824373236991606,0.9027595793494054,56,0.6790545022168867,0.9931121541605398,0,0,0,0
230,-1,9,0.5691139458413167,0.9392904660742971,56,0.5466620697250087,0.9892735775041156,0,0,0,0
231,-1,9,0.6437162627062673,0.9522343225799058,56,0.8322940471719393,0.99672734,0,0,0,0
232,-1,9,0.7585401401536065,0.9697600415766826,56,0.5036197255103818,0.9878258934077546,0,0,0,0
233,-1,9,0.32847443286059724,0.8836452604163268,56,0.5831779673724039,0.9904165227872912,0,0,0,0
234,-1,9,0.4614095824794255,0.9176483540340828,56,0.5323684442203429,0.9888056379873301,0,0,0,0
235,-1,9,0.5094615455641165,0.9278052447613303,56,0.66055333,0.9926223952464382,0,0,0,0
236,-1,9,0.31703067942939517,0.880170503,56,0.7391740082561562,0.9946177166482514,0,0,0,0
237,-1,9,0.6850709792285622,0.9588449752755762,56,0.6649371354506372,0.9927396493306602,0,0,0,0
238,-1,9,0.4448446561866737,0.9139281241164533,56,0.5814162496348126,0.9903630158438204,0,0,0,0
239,-1,9,0.5424887462228931,0.934303249,56,0.7694911758567435,0.9953318975966173,0,0,0,0
240,-1,9,0.799726281,0.9754740208349296,56,0.6001188520968946,0.9909230968531675,0,0,0,0
241,-1,9,0.7987751334810202,0.9753450446496217,56,0.4021413983431656,0.9838646016567711,0,0,0,0
242,-1,9,0.40868672706438225,0.9053597237640888,56,0.4832150394557785,0.9870965880792376,0,0,0,0
243,-1,9,0.49090574696242445,0.9239882688749411,56,0.5221401617725347,0.9884631511508877,0,0,0,0
244,-1,9,0.7243665268557359,0.9648056081786285,56,0.7297426414783612,0.9943896657353084,0,0,0,0
245,-1,9,0.5992041594232328,0.9446829803003751,56,0.5713880061973872,0.9900553713324259,0,0,0,0
246,-1,9,0.6140744116627519,0.9472595667687286,56,0.3944570494352256,0.983525692,0,0,0,0
247,-1,9,0.4684841175318155,0.9192011125871642,56,0.5749948175417556,0.9901666267179154,0,0,0,0
248,-1,9,0.7205868963079715,0.9642449507493943,56,0.7464969859680955,0.9947928242385852,0,0,0,0
249,-1,9,0.5957376073038284,0.944074165,56,0.8104481637827202,0.9962540355580615,0,0,0,0
250,-1,9,0.37805714525296125,0.8975567946701603,56,0.7811927617779189,0.9956001836495915,0,0,0,0
251,-1,9,0.6317391984798292,0.9502492513488646,56,0.4551952996397693,0.9860442132859362,0,0,0,0
252,-1,9,0.377038301,0.8972877089369782,56,0.723213439,0.9942300872626401,0,0,0,0
253,-1,9,0.8233428074510808,0.9786334980594928,56,0.525764008,0.9885852408931098,0,0,0,0
254,-1,9,0.5809765698102148,0.9414459728061163,56,0.7021347104184082,0.9937050751853591,0,0,0,0
255,-1,9,0.672005613,0.9567956918312561,56,0.5652195826930092,0.9898634924144467,0,0,0,0
256,-1,9,0.5803894117296386,0.9413402071980893,56,0.6809357663821128,0.993161218,0,0,0,0
257,-1,9,0.5337775893056961,0.9326242505329728,56,0.5239166385748345,0.988523105,0,0,0,0
258,-1,9,0.5019701259038332,0.9262793574581513,56,0.7079955414731477,0.99385259,0,0,0,0
259,-1,9,0.6860600288011165,0.958998688,56,0.8014213833345899,0.9960547957287174,0,0,0,0
260,-1,9,0.5317898627212745,0.9322377230477877,56,0.6691740149345328,0.9928522542912124,0,0,0,0
261,-1,9,0.39409585601316965,0.9017099755007378,56,0.6459353320176299,0.9922258071919258,0,0,0,0
262,-1,9,0.6652771634531737,0.9557264909248219,56,0.7307165423117634,0.9944133483211565,0,0,0,0
263,-1,9,0.5540738881927361,0.9364994365333911,56,0.8387585974161496,0.9968650609926043,0,0,0,0
264,-1,9,0.5427394144287724,0.9343512077545737,56,0.5757473951948284,0.9901897542163701,0,0,0,0
265,-1,9,0.716302727,0.9636062822104348,56,0.7274935002250352,0.9943348539757946,0,0,0,0
266,-1,9,0.6743711295041337,0.9571693301189942,56,0.514689653,0.9882095024313526,0,0,0,0
267,-1,9,0.4543915410119124,0.916086943,56,0.6766389125836137,0.9930489583079245,0,0,0,0
